Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,Embedded_text_1,links,links_title,conteo_links,hashtags,conteo_hashtags,menciones,conteo_menciones,emojis,conteo_emojis,RT,conteo_RT,sentiment,sentiment_score,processed_text,Distribución de temas,Tema más probable
338,Alex,@jahsc12,2021-12-07T17:52:03.000Z,"Alex
@JAHSc12
·
7 dic.","Señores 
@SFCsupervisor
 buen día. Donde puedo poner una queja con ustedes contra 
@Davivienda
 ya que tengo un crédito con ellos y el saldo total día a día aumenta.
1",,1.0,,,[],https://twitter.com/JAHSc12/status/1468277138373722118,Señores  @SFCsupervisor buen día. Donde puedo poner una queja con ustedes contra  @Davivienda ya que tengo un crédito con ellos y el saldo total día a día aumenta. ,[],,0,[],0,"['@sfcsupervisor', '@davivienda']",2,[],0,[],0,5 stars,0.5527133345603943,"['señor', 'sfcsupervisor', 'buen', 'poder', 'poner', 'queja', 'davivienda', 'tener', 'crédito', 'saldo', 'total', 'aumenta1']","([(1, 0.9641779), (2, 0.017043661)], [(7, [1]), (18, [1]), (45, [1]), (46, [1]), (143, [1]), (322, [1]), (429, [1]), (788, [1]), (1005, [1]), (1457, [1]), (2094, [1]), (2095, [1])], [(7, [(1, 0.99999243)]), (18, [(1, 0.9999942)]), (45, [(1, 0.9996331)]), (46, [(1, 0.9999649)]), (143, [(1, 0.9999571)]), (322, [(1, 0.999938)]), (429, [(1, 0.99995536)]), (788, [(1, 0.9999696)]), (1005, [(1, 0.99946415)]), (1457, [(1, 0.99977046)]), (2094, [(1, 0.9819159)]), (2095, [(1, 0.999015)])])",1
339,Juan Pablo FЯaИco NIИ|JA,@ninjitametal,2021-12-07T18:59:03.000Z,"Juan Pablo FЯaИco NIИ|JA
@ninjitametal
·
7 dic.","En respuesta a 
@Davivienda
Ojala algun dia fuera el de mi Abuelo #JesusFranco",,,,,['https://pbs.twimg.com/media/FGBtnJOX0AMNfZU?format=jpg&name=small'],https://twitter.com/ninjitametal/status/1468293999698096128,En respuesta a  @Davivienda Ojala algun dia fuera el de mi Abuelo #JesusFranco,[],,0,['#JesusFranco'],1,['@davivienda'],1,[],0,[],0,5 stars,0.28340741991996765,"['respuesta', 'daviviendaojala', 'algun', 'abuelo', 'jesusfranco']","([(0, 0.8928573), (1, 0.04772637), (2, 0.038266595), (3, 0.02114975)], [(178, [0]), (2096, [0]), (2097, [0]), (2098, [0]), (2099, [0])], [(178, [(0, 0.9939279)]), (2096, [(0, 0.99711126)]), (2097, [(0, 0.9992492)]), (2098, [(0, 0.99245477)]), (2099, [(0, 0.99245477)])])",0
340,Punto105 [105.3 FM],@punto105,2021-12-07T16:23:08.000Z,"Punto105 [105.3 FM]
@Punto105
·
7 dic.","#Empresarial | 
@Davivienda
 vuelve a encender la Navidad para promover en esta época la alegría y optimismo compartiendo la decoración navideña, la cual llenará de luces y colores 3 kilómetros del Paseo General Escalón y la plaza europea que conforma el Redondel Fuentes Beethoven.
4",,,,4,"['https://pbs.twimg.com/media/FGBJ6kvWYBQI1CZ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FGBJ6lCXIAASw93?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FGBJ6kxXEAQ--zM?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FGBJ6lbWUAE-i4D?format=jpg&name=360x360']",https://twitter.com/Punto105/status/1468254762655264776,"#Empresarial |  @Davivienda vuelve a encender la Navidad para promover en esta época la alegría y optimismo compartiendo la decoración navideña, la cual llenará de luces y colores 3 kilómetros del Paseo General Escalón y la plaza europea que conforma el Redondel Fuentes Beethoven. ",[],,0,['#Empresarial'],1,['@davivienda'],1,[],0,[],0,5 stars,0.5696998238563538,"['empresarial', 'daviviendo', 'volver', 'encender', 'navidad', 'promover', 'época', 'alegría', 'optimismo', 'compartir', 'decoración', 'navideño', 'llenar', 'color', 'kilómetro', 'paseo', 'general', 'escalón', 'plaza', 'europeo', 'conformar', 'redondel', 'fuente', 'beethoven4']","([(0, 0.13815758), (1, 0.011802029), (3, 0.84128815)], [(30, [3, 0]), (38, [3]), (170, [0, 3]), (329, [3, 0]), (414, [3]), (556, [3, 0]), (591, [0, 3]), (798, [0, 3]), (929, [3]), (1145, [3]), (1268, [3]), (1270, [3]), (1272, [3]), (1273, [3]), (1295, [3]), (1978, [3]), (2012, [3]), (2100, [3, 0]), (2101, [3, 0]), (2102, [3]), (2103, [3, 0]), (2104, [3]), (2105, [3]), (2106, [3, 0])], [(30, [(0, 0.22340779), (3, 0.77487713)]), (38, [(3, 0.99564886)]), (170, [(0, 0.9716246), (3, 0.019792177)]), (329, [(0, 0.013106724), (3, 0.98262125)]), (414, [(3, 0.9979976)]), (556, [(0, 0.04524444), (3, 0.9348888)]), (591, [(0, 0.93692577), (3, 0.06082118)]), (798, [(0, 0.9390383), (3, 0.058696505)]), (929, [(3, 0.9990127)]), (1145, [(3, 0.99989665)]), (1268, [(3, 0.99936205)]), (1270, [(3, 0.99452)]), (1272, [(3, 0.9956943)]), (1273, [(3, 0.99645823)]), (1295, [(3, 0.99624354)]), (1978, [(3, 0.99730957)]), (2012, [(3, 0.9963131)]), (2100, [(0, 0.034732997), (3, 0.9570101)]), (2101, [(0, 0.034732997), (3, 0.9570101)]), (2102, [(3, 0.9889637)]), (2103, [(0, 0.014994257), (3, 0.98145574)]), (2104, [(3, 0.9924837)]), (2105, [(3, 0.99406177)]), (2106, [(0, 0.034732997), (3, 0.9570101)])])",3
341,🅢🅐🅝🅓🅡🅐,@ttekaa_,2021-12-07T13:55:39.000Z,"🅢🅐🅝🅓🅡🅐
@ttekaa_
·
7 dic.","Srs 
@Davivienda
 su portal está presentando fallas, está demasiado lento y necesito pagar primas, ¿que hago?
1
3",💋 🍁,1.0,,3,[],https://twitter.com/ttekaa_/status/1468217646592233473,"Srs  @Davivienda su portal está presentando fallas, está demasiado lento y necesito pagar primas, ¿que hago?  ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.5067461729049683,"['daviviendar', 'portal', 'presentar', 'fallas', 'demasiado', 'lento', 'necesitar', 'pagar', 'prima', 'hago13']","([(0, 0.011030166), (1, 0.9574841), (2, 0.020199401), (3, 0.011286368)], [(82, [1]), (116, [1]), (276, [1]), (364, [1]), (441, [1]), (791, [1]), (2107, [1]), (2108, [1]), (2109, [1]), (2110, [1])], [(82, [(1, 0.9995792)]), (116, [(1, 0.99996716)]), (276, [(1, 0.9999227)]), (364, [(1, 0.9996544)]), (441, [(1, 0.99994856)]), (791, [(1, 0.9997576)]), (2107, [(1, 0.99805486)]), (2108, [(1, 0.9932438)]), (2109, [(1, 0.98179585)]), (2110, [(1, 0.99510854)])])",1
342,𝓒𝓪𝓽𝓪𝓵𝓲𝓷𝓪 𝓑𝓵𝓪𝓷𝓬𝓸,@ctlnblnc,2021-12-07T01:44:47.000Z,"𝓒𝓪𝓽𝓪𝓵𝓲𝓷𝓪 𝓑𝓵𝓪𝓷𝓬𝓸
@ctlnblnc
·
6 dic.","En respuesta a 
@laaura_gooomez
 y 
@Davivienda
Pésimo? Esa palabra le queda chiquita!
1
1",🌙,1.0,,1,[],https://twitter.com/ctlnblnc/status/1468033715938992133,En respuesta a  @laaura_gooomez y  @Davivienda Pésimo? Esa palabra le queda chiquita!  ,[],,0,[],0,"['@laaura_gooomez', '@davivienda']",2,[],0,[],0,1 star,0.8711878657341003,"['respuesta', 'laauragooomez', 'daviviendapésimoir', 'palabra', 'quedar', 'chiquita11']","([(0, 0.017658105), (1, 0.041382942), (2, 0.35768527), (3, 0.5832737)], [(178, [2]), (729, [2]), (2111, [3, 2]), (2112, [3, 2]), (2113, [3, 2]), (2114, [3])], [(178, [(2, 0.992684)]), (729, [(2, 0.99856013)]), (2111, [(2, 0.06017438), (3, 0.92571723)]), (2112, [(2, 0.06017438), (3, 0.92571723)]), (2113, [(2, 0.06017438), (3, 0.92571723)]), (2114, [(3, 0.99711365)])])",3
343,DEUS VULT,@deusvul17500461,2021-12-07T23:13:52.000Z,"DEUS VULT
@DEUSVUL17500461
·
7 dic.","En respuesta a 
@JohnTheKidUS
Ninguno, la banca colombiana es un nido de ratas! Y ESO VA PARA BANCOLOMBIA, BANCO POPULAR, DAVIVIENDA, B DE BOGOTA, ETC!",,,,,[],https://twitter.com/DEUSVUL17500461/status/1468358125451464705,"En respuesta a  @JohnTheKidUS Ninguno, la banca colombiana es un nido de ratas! Y ESO VA PARA BANCOLOMBIA, BANCO POPULAR, DAVIVIENDA, B DE BOGOTA, ETC!",[],,0,[],0,['@johnthekidus'],1,[],0,[],0,1 star,0.7923370003700256,"['respuesta', 'johnthekidusninguno', 'banca', 'colombiano', 'nido', 'rata', 'bancolombio', 'banco', 'popular', 'daviviendir', 'bogota']","([(0, 0.9469526), (1, 0.024246097), (2, 0.018501438), (3, 0.010299917)], [(23, [0]), (37, [0]), (140, [0]), (178, [0]), (228, [0]), (302, [0]), (370, [0]), (750, [0]), (2115, [0]), (2116, [0]), (2117, [0])], [(23, [(0, 0.99578255)]), (37, [(0, 0.99913794)]), (140, [(0, 0.9905519)]), (178, [(0, 0.997091)]), (228, [(0, 0.9998063)]), (302, [(0, 0.99991727)]), (370, [(0, 0.99925077)]), (750, [(0, 0.9999049)]), (2115, [(0, 0.9931507)]), (2116, [(0, 0.99929744)]), (2117, [(0, 0.9999448)])])",0
344,Pipe Páez Ads-n-Rock,@pipepaezadsrock,2021-12-07T23:08:35.000Z,"Pipe Páez Ads-n-Rock
@PipePaezAdsRock
·
7 dic.","En respuesta a 
@Davivienda
Se volvieron una forma fácil de ROBAR A LOS USUARIOS. Estan peor que el Banco, no cobran cuota de manejo, pero se quedan con el dinero nuestor. Y nadie responde por ser dinero virtual. QUE GENIOS",,,,,[],https://twitter.com/PipePaezAdsRock/status/1468356794128941056,"En respuesta a  @Davivienda Se volvieron una forma fácil de ROBAR A LOS USUARIOS. Estan peor que el Banco, no cobran cuota de manejo, pero se quedan con el dinero nuestor. Y nadie responde por ser dinero virtual. QUE GENIOS",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8325619101524353,"['respuesta', 'daviviendase', 'volver', 'forma', 'fácil', 'robar', 'usuario', 'peor', 'banco', 'cobrar', 'cuota', 'manejo', 'quedar', 'dinero', 'nuestor', 'nadie', 'responder', 'dinero', 'virtual', 'genio']","([(1, 0.62866545), (2, 0.06393916), (3, 0.30169368)], [(23, [1]), (103, [3]), (104, [1]), (127, [1]), (151, [1, 3]), (170, [1]), (178, [1, 2]), (238, [1]), (248, [1]), (338, [1]), (427, [1]), (638, [3]), (694, [3]), (696, [3]), (729, [2]), (932, [3]), (979, [1, 3]), (2118, [1, 3]), (2119, [3, 1, 2])], [(23, [(1, 0.9954275)]), (103, [(3, 0.9998577)]), (104, [(1, 0.99934965)]), (127, [(1, 0.99890727)]), (151, [(1, 0.9364689), (3, 0.0544535)]), (170, [(1, 0.9982405)]), (178, [(1, 0.89980316), (2, 0.10013453)]), (238, [(1, 1.9994897)]), (248, [(1, 0.99704564)]), (338, [(1, 0.9988316)]), (427, [(1, 0.9989994)]), (638, [(3, 0.99909467)]), (694, [(3, 0.9966894)]), (696, [(3, 0.998368)]), (729, [(2, 0.98891014)]), (932, [(3, 0.9986187)]), (979, [(1, 0.6763742), (3, 0.32329264)]), (2118, [(1, 0.8939596), (3, 0.09548128)]), (2119, [(1, 0.3300538), (2, 0.010394595), (3, 0.63611597)])])",1
345,Sonia Jaramillo,@sojara,2021-12-07T13:48:32.000Z,"Sonia Jaramillo
@Sojara
·
7 dic.","En respuesta a 
@juanbedoya73
Mis ahorritos en el Fondo de Inversión de Davivienda dieron pérdida en Noviembre.  En vez de ganar algo, perdí que 35 mil pesos.  Será sacarlos y meterlos debajo del colchón, para que sirvan de algo.  Ellos siempre ganan, uno jamás!
1
1
3",,1.0,1,3,[],https://twitter.com/Sojara/status/1468215854311645185,"En respuesta a  @juanbedoya73 Mis ahorritos en el Fondo de Inversión de Davivienda dieron pérdida en Noviembre.  En vez de ganar algo, perdí que 35 mil pesos.  Será sacarlos y meterlos debajo del colchón, para que sirvan de algo.  Ellos siempre ganan, uno jamás!   ",[],,0,[],0,['@juanbedoya73'],1,[],0,[],0,1 star,0.8886091113090515,"['respuesta', 'juanbedoya73mis', 'ahorrito', 'fondo', 'inversión', 'davivienda', 'pérdida', 'noviembre', 'ganar', 'perder', 'peso', 'sacarlo', 'meterlo', 'debajo', 'colchón', 'servir', 'siempre', 'ganar', 'jamás113']","([(0, 0.80084634), (1, 0.18200031), (2, 0.011011976)], [(7, [0, 1]), (13, [0]), (178, [0, 1]), (242, [0, 1]), (431, [1, 0]), (568, [1, 0]), (1235, [0]), (2120, [0, 1]), (2121, [0, 1]), (2122, [1, 0]), (2123, [0]), (2124, [0]), (2125, [0, 1]), (2126, [0, 1]), (2127, [0, 1]), (2128, [0, 1]), (2129, [0, 1]), (2130, [0, 1])], [(7, [(0, 0.6452453), (1, 0.35474804)]), (13, [(0, 0.9993788)]), (178, [(0, 0.85372), (1, 0.14570576)]), (242, [(0, 0.79945135), (1, 0.2004633)]), (431, [(0, 0.433944), (1, 0.56583107)]), (568, [(0, 0.010748248), (1, 0.98882216)]), (1235, [(0, 1.9996036)]), (2120, [(0, 0.97660613), (1, 0.015371855)]), (2121, [(0, 0.97660613), (1, 0.015371855)]), (2122, [(0, 0.10094266), (1, 0.8962319)]), (2123, [(0, 0.99976075)]), (2124, [(0, 0.9993285)]), (2125, [(0, 0.97660613), (1, 0.015371855)]), (2126, [(0, 0.97660613), (1, 0.015371855)]), (2127, [(0, 0.97660613), (1, 0.015371855)]), (2128, [(0, 0.9484485), (1, 0.049332228)]), (2129, [(0, 0.97660613), (1, 0.015371855)]), (2130, [(0, 0.97660613), (1, 0.015371855)])])",0
346,Jorge Cruz,@jorgeacruzr,2021-12-07T17:58:20.000Z,"Jorge Cruz
@JorgeACruzR
·
7 dic.","7 días después sigo sin una atención por parte de 
@Davivienda
, por ningún medio es posible comunicarme con el area de compras, tanta llamadera para adquirir una tarjeta con ustedes y después que la adquiero no responden por ningún medio
1",,1.0,,,[],https://twitter.com/JorgeACruzR/status/1468278720553172998,"7 días después sigo sin una atención por parte de  @Davivienda , por ningún medio es posible comunicarme con el area de compras, tanta llamadera para adquirir una tarjeta con ustedes y después que la adquiero no responden por ningún medio ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.8351798057556152,"['después', 'seguir', 'atención', 'parte', 'davivienda', 'ninguno', 'medio', 'posible', 'comunicar', 'area', 'compra', 'tanta', 'llamadera', 'adquirir', 'tarjeta', 'después', 'adquiero', 'responder', 'ninguno', 'medio1']","([(1, 0.8567328), (2, 0.07171389), (3, 0.0658275)], [(7, [1]), (21, [2]), (59, [1, 2]), (103, [3]), (304, [1]), (366, [1, 2]), (377, [1, 2]), (423, [1, 3]), (490, [1]), (507, [1, 2]), (530, [1]), (1807, [1, 3]), (1973, [1]), (2131, [1, 3, 2]), (2132, [1, 3, 2]), (2133, [1, 3, 2]), (2134, [1, 3, 2]), (2135, [1, 3, 2])], [(7, [(1, 0.9999859)]), (21, [(2, 0.99516785)]), (59, [(1, 0.9667121), (2, 0.032905523)]), (103, [(3, 0.9987914)]), (304, [(1, 0.9997605)]), (366, [(1, 0.93965775), (2, 0.060263693)]), (377, [(1, 0.9571515), (2, 0.04229291)]), (423, [(1, 1.9695959), (3, 0.03001406)]), (490, [(1, 0.99992007)]), (507, [(1, 0.9439039), (2, 0.055502128)]), (530, [(1, 1.9997885)]), (1807, [(1, 0.97236156), (3, 0.0127763245)]), (1973, [(1, 0.9996256)]), (2131, [(1, 0.9243557), (2, 0.01387367), (3, 0.03828299)]), (2132, [(1, 0.9243557), (2, 0.01387367), (3, 0.03828299)]), (2133, [(1, 0.9243557), (2, 0.01387367), (3, 0.03828299)]), (2134, [(1, 0.9243557), (2, 0.01387367), (3, 0.03828299)]), (2135, [(1, 0.9243557), (2, 0.01387367), (3, 0.03828299)])])",1
347,Mario Barrios,@sr_mario,2021-12-07T23:00:47.000Z,"Mario Barrios
@sr_mario
·
7 dic.","Respondiendo a 
@Elambidiestro2
 @pascuteboy
 y 2 más
Si, tengo que tener plata en algo virtual, sobre todo en pandemia que el efectivo no es recomendable.

el servicio es muy bueno, deben ser mas constantes con el funcionamiento. 

es la menos peor la verdad, la de davivienda es miedosa, davivienda siempre ha sido nido de ratas
5",,,,5,[],https://twitter.com/sr_mario/status/1468354834839609359,"Respondiendo a  @Elambidiestro2 @pascuteboy y 2 más Si, tengo que tener plata en algo virtual, sobre todo en pandemia que el efectivo no es recomendable.  el servicio es muy bueno, deben ser mas constantes con el funcionamiento.   es la menos peor la verdad, la de davivienda es miedosa, davivienda siempre ha sido nido de ratas ",[],,0,[],0,"['@elambidiestro2', '@pascuteboy']",2,[],0,[],0,3 stars,0.3197020888328552,"['responder', 'elambidiestro2', 'pascuteboy', 'mássi', 'tener', 'tener', 'plata', 'virtual', 'pandemia', 'efectivo', 'recomendableel', 'servicio', 'bueno', 'deber', 'constante', 'funcionamiento', 'menos', 'peor', 'verdad', 'davivienda', 'miedoso', 'daviviendir', 'siempre', 'haber', 'ratas5']","([(0, 0.33043376), (1, 0.6116158), (3, 0.049514074)], [(7, [1, 0]), (18, [1]), (37, [0, 1, 3]), (41, [1]), (61, [1]), (103, [3]), (193, [1]), (208, [1]), (248, [1]), (427, [1]), (431, [1, 0]), (504, [1]), (653, [1, 0]), (823, [1]), (1211, [0]), (1472, [0, 1]), (2136, [0]), (2137, [1, 0]), (2138, [0, 1, 3]), (2139, [0, 1, 3]), (2140, [0]), (2141, [0, 1, 3]), (2142, [0, 1, 3]), (2143, [0, 1, 3])], [(7, [(0, 0.16229577), (1, 0.83769536)]), (18, [(1, 1.99976)]), (37, [(0, 0.5759042), (1, 0.39933842), (3, 0.024734363)]), (41, [(1, 0.9998577)]), (61, [(1, 0.9995167)]), (103, [(3, 0.99759156)]), (193, [(1, 0.99956906)]), (208, [(1, 0.999316)]), (248, [(1, 0.9965302)]), (427, [(1, 0.99875116)]), (431, [(0, 0.0755036), (1, 0.9242823)]), (504, [(1, 0.9973029)]), (653, [(0, 0.28550646), (1, 0.7142859)]), (823, [(1, 0.9965594)]), (1211, [(0, 0.9957777)]), (1472, [(0, 0.9097422), (1, 0.08486142)]), (2136, [(0, 0.99533886)]), (2137, [(0, 0.053822048), (1, 0.93726504)]), (2138, [(0, 0.6562167), (1, 0.29930317), (3, 0.022795813)]), (2139, [(0, 0.6562167), (1, 0.29930317), (3, 0.022795813)]), (2140, [(0, 0.9956455)]), (2141, [(0, 0.6562167), (1, 0.29930317), (3, 0.022795813)]), (2142, [(0, 0.6562167), (1, 0.29930317), (3, 0.022795813)]), (2143, [(0, 0.6562167), (1, 0.29930317), (3, 0.022795813)])])",1
348,JUAN BERNAL,@jsbgm,2021-12-07T02:37:59.000Z,"JUAN BERNAL
@jsbgm
·
6 dic.","En respuesta a 
@itaucol
 @Juank1388
 y 
@Bancolombia
@Davivienda
 esta muy quedado...

Davivienda, Para cuando?",,,,,[],https://twitter.com/jsbgm/status/1468047104937537536,"En respuesta a  @itaucol @Juank1388 y  @Bancolombia @Davivienda esta muy quedado...  Davivienda, Para cuando?",[],,0,[],0,"['@itaucol', '@juank1388', '@bancolombia', '@davivienda']",4,[],0,[],0,1 star,0.3336986303329468,"['respuesta', 'itaucol', 'juank1388', 'bancolombia', 'daviviendar', 'quedadodaviviendo']","([(0, 0.01765074), (1, 0.9316104), (2, 0.032681644), (3, 0.018057268)], [(82, [1]), (178, [1]), (203, [1]), (2144, [1]), (2145, [1]), (2146, [1])], [(82, [(1, 0.9995634)]), (178, [(1, 0.99776703)]), (203, [(1, 0.9999774)]), (2144, [(1, 0.99785084)]), (2145, [(1, 0.9810926)]), (2146, [(1, 0.9810926)])])",1
349,César Ortega,@dantevalleta,2021-12-07T15:53:14.000Z,"César Ortega
@DanteValleta
·
7 dic.","@Davivienda
 ¿me explicas por qué no me dejas ingresar ni a app, ni a web, ni a hacer transferencias por PSE y porque me andas preguntando huevonadas por SMS?
Es para una tarea.
2",,2.0,,,[],https://twitter.com/DanteValleta/status/1468247234345156614,"@Davivienda ¿me explicas por qué no me dejas ingresar ni a app, ni a web, ni a hacer transferencias por PSE y porque me andas preguntando huevonadas por SMS? Es para una tarea. ",[],,0,[],0,['@davivienda'],1,[],0,[],0,1 star,0.4762119650840759,"['davivienda', 'explicar', 'dejar', 'ingresar', 'hacer', 'transferencia', 'andar', 'preguntar', 'huevonada', 'tarea2']","([(0, 0.10642019), (1, 0.8620017), (2, 0.020263841), (3, 0.011314222)], [(7, [1, 0]), (42, [1]), (55, [1]), (422, [1]), (641, [0, 1]), (844, [1]), (1191, [1]), (2147, [1]), (2148, [1, 0]), (2149, [1, 0])], [(7, [(0, 0.02832069), (1, 0.9716759)]), (42, [(1, 0.99979997)]), (55, [(1, 0.9999781)]), (422, [(1, 0.99986124)]), (641, [(0, 0.8595869), (1, 0.12779191)]), (844, [(1, 0.9994732)]), (1191, [(1, 0.9997697)]), (2147, [(1, 0.9965703)]), (2148, [(0, 0.062459134), (1, 0.91521436)]), (2149, [(0, 0.062459134), (1, 0.91521436)])])",1
350,armando moreno,@amoreno_s,2021-12-07T12:46:41.000Z,"armando moreno
@amoreno_s
·
7 dic.","En respuesta a 
@Davivienda
Lleva 15 días esos hps cajeros dañados y 
@Davivienda
 ni mu! Pagarle el sobrecosto a otros bancos que prestan el servicio y aparte de eso mamarnos las colas y la montonera. Pero en la propaganda que son los mejores, si para no prestar el servicio. El descaro sin nombre!
1",,1.0,,,[],https://twitter.com/amoreno_s/status/1468200287517253637,"En respuesta a  @Davivienda Lleva 15 días esos hps cajeros dañados y  @Davivienda ni mu! Pagarle el sobrecosto a otros bancos que prestan el servicio y aparte de eso mamarnos las colas y la montonera. Pero en la propaganda que son los mejores, si para no prestar el servicio. El descaro sin nombre! ",[],,0,[],0,"['@davivienda', '@davivienda']",2,[],0,[],0,1 star,0.8566980957984924,"['respuesta', 'daviviendalleva', 'cajero', 'dañado', 'daviviendo', 'pagar', 'sobrecosto', 'banco', 'prestar', 'servicio', 'aparte', 'mamarnos', 'cola', 'montonera', 'propaganda', 'mejor', 'prestar', 'servicio', 'descaro', 'nombre1']","([(0, 0.06421021), (1, 0.91944796), (2, 0.010495765)], [(23, [1, 0]), (29, [1, 0]), (38, [1]), (68, [1]), (116, [1]), (178, [1, 0]), (193, [1]), (500, [1]), (887, [1]), (1617, [1]), (2150, [1]), (2151, [1, 0]), (2152, [1]), (2153, [1, 0]), (2154, [1, 0]), (2155, [1, 0]), (2156, [0]), (2157, [1])], [(23, [(0, 0.025138844), (1, 0.9748506)]), (29, [(0, 0.013837969), (1, 0.9860118)]), (38, [(1, 0.9999706)]), (68, [(1, 0.99993736)]), (116, [(1, 0.9999162)]), (178, [(0, 0.052849628), (1, 0.94652444)]), (193, [(1, 1.999888)]), (500, [(1, 1.9984715)]), (887, [(1, 0.9988985)]), (1617, [(1, 0.99907255)]), (2150, [(1, 0.9988942)]), (2151, [(0, 0.029917529), (1, 0.9503916)]), (2152, [(1, 0.99637675)]), (2153, [(0, 0.029917529), (1, 0.9503916)]), (2154, [(0, 0.029917529), (1, 0.9503916)]), (2155, [(0, 0.029917529), (1, 0.9503916)]), (2156, [(0, 0.98916596)]), (2157, [(1, 0.9976839)])])",1
351,Mar López,@marthac06003113,2021-12-07T01:52:11.000Z,"Mar López
@MarthaC06003113
·
6 dic.","En respuesta a 
@Cristia56444419
 @monvelt
 y 
@MafeCarrascal
Esa opinión responde a la ignorancia de cómo funciona un contrato de fiducia y mutuo. Ahora, hay otros bancos como Davivienda, Bancolombia, scotian bank. Para diversificar la banca han llegado neobancos y de las criptomonedas hay plataformas de pago. Algo más?",,,,,[],https://twitter.com/MarthaC06003113/status/1468035578570547200,"En respuesta a  @Cristia56444419 @monvelt y  @MafeCarrascal Esa opinión responde a la ignorancia de cómo funciona un contrato de fiducia y mutuo. Ahora, hay otros bancos como Davivienda, Bancolombia, scotian bank. Para diversificar la banca han llegado neobancos y de las criptomonedas hay plataformas de pago. Algo más?",[],,0,[],0,"['@cristia56444419', '@monvelt', '@mafecarrascal']",3,[],0,[],0,1 star,0.5794408321380615,"['respuesta', 'cristia56444419', 'monvelt', 'mafecarrascalés', 'opinión', 'responder', 'ignorancia', 'cómo', 'funcionar', 'contrato', 'fiducia', 'mutuo', 'ahora', 'haber', 'banco', 'daviviendir', 'bancolombio', 'scotiar', 'bank', 'diversificar', 'banca', 'haber', 'llegar', 'neobanco', 'criptomoneda', 'haber', 'plataforma', 'pago']","([(0, 0.15107349), (1, 0.40587255), (3, 0.4354523)], [(23, [1, 0]), (37, [3, 1, 0]), (41, [1]), (103, [3]), (140, [1, 0]), (178, [1, 0]), (186, [1]), (234, [1]), (236, [1]), (293, [1]), (371, [1, 3]), (484, [3]), (750, [0]), (1234, [3]), (2158, [0, 3, 1]), (2159, [0]), (2160, [3, 1, 0]), (2161, [3, 1, 0]), (2162, [3, 1, 0]), (2163, [3]), (2164, [3, 1, 0]), (2165, [3, 1, 0]), (2166, [3, 1, 0]), (2167, [3, 1, 0]), (2168, [3, 1]), (2169, [3, 1, 0])], [(23, [(0, 0.15765716), (1, 0.83341384)]), (37, [(0, 0.29680908), (1, 0.31359357), (3, 0.3895699)]), (41, [(1, 2.9990113)]), (103, [(3, 0.99989784)]), (140, [(0, 0.08065917), (1, 0.9155941)]), (178, [(0, 0.29032245), (1, 0.70880175)]), (186, [(1, 0.99723756)]), (234, [(1, 0.9934825)]), (236, [(1, 0.9975224)]), (293, [(1, 0.99796087)]), (371, [(1, 0.64381164), (3, 0.35562062)]), (484, [(3, 0.99882036)]), (750, [(0, 0.98693585)]), (1234, [(3, 0.9961208)]), (2158, [(0, 0.58664817), (1, 0.06473853), (3, 0.336942)]), (2159, [(0, 0.9906702)]), (2160, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2161, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2162, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2163, [(3, 0.98110074)]), (2164, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2165, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2166, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2167, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)]), (2168, [(1, 0.04221817), (3, 0.9520388)]), (2169, [(0, 0.09860545), (1, 0.10036386), (3, 0.7840627)])])",3
